# source=https://pfseform.financnasprava.sk/Formulare/eFormVzor/DP/form.621.prijimatelia_2026.html
# source_last_modified=Wed, 17 Jun 2026 06:44:32 GMT
# generated_at=2026-06-30T15:35:09.541Z
ico;obchMeno;pravnaForma;mesto;ulica;supisneCislo;orientacneCislo;psc;stat;iban;kodBanky;nazovBanky
37866982;Občianske združenie VERBUM;Občianske združenie;Nitra;Kalvária;715;3;94901;SK;SK7102000000004365170553;0200;Všeobecná úverová banka, a.s.
50961110;Pastoračné centrum Anny Kolesárovej;Účelové zariadenie cirkvi a náboženskej spoločnosti;Vysoká nad Uhom;;27;;07214;SK;SK5211000000002943045043;1100;Tatra banka, a.s.
50071416;Jaščurečky;Občianske združenie;Mlynica;;168;;05991;SK;SK8183300000002200935619;8330;Fio banka a.s
55408320;SkúsmeTo.sk n. o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Stožok;;338;;962 12;SK;SK9183300000002202628380;8330;Fio banka a.s
42216982;Naša Čadca;Občianske združenie;Čadca;Matičné Námestie;1141;3;02201;SK;SK7375002000020005228493;7500;Československá obchodná banka, a.s.
50644211;Spolok právnikov Comenius, občianske združenie;Občianske združenie;Bratislava - mestská časť Staré Mesto;Šafárikovo námestie;78;6;81000;SK;SK8102000000004005520951;0200;Všeobecná úverová banka, a.s.
42320178;Hopkáčik;Občianske združenie;Michalovce;Jána Švermu;1350;4;07101;SK;SK2409000000005065934181;0900;Slovenská sporiteľňa, a.s.
37950754;Nohejbalový klub Dobrá Niva;Občianske združenie;Dobrá Niva;Školská;447;3;96261;SK;SK7709000000000402209990;0900;Slovenská sporiteľňa, a.s.
52752844;OBČIANSKE ZDRUŽENIE BUBBI;Občianske združenie;Trnava;Ulica Pekárska;160;14;91701;SK;SK6211000000002949093492;1100;Tatra banka, a.s.
006981720074;Slovenský zväz zdravotne postihnutých Základná organizácia Martin č. 7;Občianske združenie;Martin;Priehradná;2296;22;03608;SK;SK1509000000000061333415;0900;Slovenská sporiteľňa, a.s.
42136318;Jewel club petanque Bratislava 2008;Občianske združenie;Bratislava - mestská časť Podunajské Biskupice;Amurská;10585;60;82106;SK;SK7683300000002900993633;8330;Fio banka a.s
53522761;Centrum zdravotníckeho rozvoja, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Košice - mestská časť Západ;Trieda SNP;395;37;04011;SK;SK6911000000002944096993;1100;Tatra banka, a.s.
51253143;BRUSNIANKA KATKA;Občianske združenie;Brusno;Športová;541;21;97662;SK;SK8511000000002948269548;1100;Tatra banka, a.s.
55175937;MAGicBOX;Občianske združenie;Kremnica;Ulica Jána Kollára;561;4;96701;SK;SK2175000000004032703761;7500;Československá obchodná banka, a.s.
42021219;LipkaSlova;Občianske združenie;Považská Bystrica;Komenského;110;6;01701;SK;SK3311000000002923844817;1100;Tatra banka, a.s.
52254496;Mlynský náhon, o. z.;Občianske združenie;Košice - mestská časť Juh;Gaštanová;492;9;04001;SK;SK6283300000002801617288;8330;Fio banka a.s
37978373;Inštitút pre rozvoj osobnosti a ľudských zdrojov;Občianske združenie;Martin;M.R.Štefánika;;17;03601;SK;SK7311000000002920884821;1100;Tatra banka, a.s.
001774743621;Dobrovoľný hasičský zbor Stankovany;Občianske združenie;Stankovany;;133;;03492;SK;SK1809000000005230002514;0900;Slovenská sporiteľňa, a.s.
37960393;Rodičovské spoločenstvo pri CZŠ sv. Pavla v Novej Dedine;Občianske združenie;Nová Dedina;Cirkevná ZŠ, Nová Dedina;;97;93525;SK;SK7202000000001777575158;0200;Všeobecná úverová banka, a.s.
30801974;Spoločné dobro (Salus communis);Občianske združenie;Bratislava - mestská časť Petržalka;Farnosť Svätej rodiny, Námestie Jána Pavla II.;;1;85102;SK;SK9456000000009409965001;5600;Prima banka Slovensko, a.s.
45008647;Bežecký klub obce Vyšná Myšľa;Občianske združenie;Nižná Myšľa;Vyšná Myšľa, Hlavná;;93;04415;SK;SK6802000000002257190857;0200;Všeobecná úverová banka, a.s.
50024507;Občianske združenie Presahy;Občianske združenie;Modra;Ferdinanda Píseckého;2394;8;90001;SK;SK7109000000005154597834;0900;Slovenská sporiteľňa, a.s.
42265991;KINEČKO;Občianske združenie;Pezinok;Hviezdoslavova;502;1;90201;SK;SK5809000000005036320148;0900;Slovenská sporiteľňa, a.s.
42246091;Združenie rodičov pri ZŠ Gemerská 2, Košice;Občianske združenie;Košice - mestská časť Juh;ZŠ, Gemerská;2;;04001;SK;SK5209000000005034260073;0900;Slovenská sporiteľňa, a.s.
37847066;Obecný stolnotenisový klub Špačince;Občianske združenie;Špačince;Hlavná;183;16;91951;SK;SK2475000000004000818740;7500;Československá obchodná banka, a.s.
45746141;Sv. Helena n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Košice - mestská časť Dargovských hrdinov;Jaltská;771;7;04022;SK;SK5683300000002901071593;8330;Fio banka a.s
56555261;Spletinia o.z.;Občianske združenie;Košice - mestská časť Staré Mesto;Hviezdoslavova;1008;7;04001;SK;SK9783300000002403025228;8330;Fio banka a.s
50040901;YouthWatch;Občianske združenie;Bratislava - mestská časť Petržalka;Topoľčianska;3203;22;85105;SK;SK3309000000005081650541;0900;Slovenská sporiteľňa, a.s.
55190413;TOBIHO ZDRAVIE;Občianske združenie;Súľov-Hradná;;208;;01352;SK;SK4709000000005209142336;0900;Slovenská sporiteľňa, a.s.
53728165;Novorodenček TN;Občianske združenie;Trenčín;Legionárska;641;28;91171;SK;SK3583300000002002017577;8330;Fio banka a.s
31991408;Budo club Poprad;Občianske združenie;Poprad;Partizánska;3264;10;05801;SK;SK2309000000005120931259;0900;Slovenská sporiteľňa, a.s.
173196170876;SRRZ - RZ pri Základnej škole s materskou školou;Občianske združenie;Hájske;Hájske;67;;95133;SK;SK4165000000000020209178;6500;365.bank
31203027;ŠK Sokol Moravské Lieskové (vzpieranie);Občianske združenie;Moravské Lieskové;;24;;91642;SK;SK9209000000000270208143;0900;Slovenská sporiteľňa, a.s.
42092434;AEVITAS, n. o. - ZARIADENIE PRE SENIOROV;Nezisková organizácia poskytujúca všeobecne prospešné služby;Snina;Partizánska;1834;26;06901;SK;SK4409000000000464051770;0900;Slovenská sporiteľňa, a.s.
42289840;Életfa;Občianske združenie;Dunajská Streda;Alžbetínske námestie;1194;1;92901;SK;SK9375000000004016226045;7500;Československá obchodná banka, a.s.
42311276;PINKY SET;Občianske združenie;Lieskovec;Horná;178;99;96221;SK;SK3009000000005058439465;0900;Slovenská sporiteľňa, a.s.
55918671;Zdravé lesy;Občianske združenie;Bratislava - mestská časť Ružinov;Miletičova;550;1;82108;SK;SK9883300000002603044933;8330;Fio banka a.s
45777454;VETERÁN KLUB TURČIANSKE TEPLICE;Občianske združenie;Turčianske Teplice;Izidora Žiaka;1892;10;03901;SK;SK6083300000002402060259;8330;Fio banka a.s
42282306;SPOJKA;Občianske združenie;Bánovce nad Bebravou;Horné Ozorovce;;63;95703;SK;SK5711110000001263792008;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
001774743915;Dobrovoľný hasičský zbor Badín;Občianske združenie;Badín;Sládkovičova;110;4;976 32;SK;SK1009000000005052236675;0900;Slovenská sporiteľňa, a.s.
42248507;"""""Športový klub Ferčekovce""""";Občianske združenie;Spišská Nová Ves;Fraňa Kráľa;284;3;05201;SK;SK5311000000002924916501;1100;Tatra banka, a.s.
50011073;Slovenská asociácia pedagogiky raného detstva, Slovak Association for Childhood Education International (SACEI);Občianske združenie;Trnava;Katedra školskej pedagogiky, Pedagogická fakulta, Trnavská univerzita, Priemyselná;;4;91843;SK;SK9475000000004022324805;7500;Československá obchodná banka, a.s.
54354722;Via St. Urbani - Pro Missionibus;Občianske združenie;Bratislava - mestská časť Petržalka;Krupinská;2941;2;85101;SK;SK4956000000000858514002;5600;Prima banka Slovensko, a.s.
54187516;CHCI VIAC, o.z.;Občianske združenie;Trnava;Ulica Jána Hajdóczyho;811;10;917 01;SK;SK6709000000005185695330;0900;Slovenská sporiteľňa, a.s.
50925750;Upupa epops o. z.;Občianske združenie;Košice - mestská časť Západ;Nešporova;276;24;04011;SK;SK3083300000002901547846;8330;Fio banka a.s
55174051;Devils Čadca;Občianske združenie;Čadca;Chalupkova;158;20;02204;SK;SK8509000000005203232509;0900;Slovenská sporiteľňa, a.s.
50954474;MAKOVISKO;Občianske združenie;Banská Bystrica;Dobšinského;1233;8;97401;SK;SK8111000000002946042403;1100;Tatra banka, a.s.
42264651;JUZU;Občianske združenie;Záhorská Ves;Sokolská;571;19;90065;SK;SK3256000000003296270002;5600;Prima banka Slovensko, a.s.
42286514;OBČIANSKE ZDRUŽENIE TULÁK;Občianske združenie;Sereď;Železničná;1038;15;92601;SK;SK1611000000002940064687;1100;Tatra banka, a.s.
36068781;Proti prúdu;Občianske združenie;Bratislava - mestská časť Staré Mesto;Karpatská;3096;10;81101;SK;SK6311000000002622768208;1100;Tatra banka, a.s.
31817939;Premier petanque klub Bratislava;Občianske združenie;Bratislava - mestská časť Ružinov;Páričkova;11;;82108;SK;SK2983300000002500795953;8330;Fio banka a.s
53163940;Nitrianska neurológia;Občianske združenie;Nitra;Špitálska;588;6;94901;SK;SK6311000000002949091825;1100;Tatra banka, a.s.
52704688;Športovo strelecký klub RUŽA;Občianske združenie;Ružomberok;Do Baničného;515;5;03401;SK;SK1083300000002501765713;8330;Fio banka a.s
173196170665;SRRZ - RZ pri Centre voľného času Relax;Občianske združenie;Rimavská Sobota;SNP;605;9;97901;SK;SK2709000000000068938193;0900;Slovenská sporiteľňa, a.s.
37975358;Športový klub - stolný tenis Liptovský Mikuláš;Občianske združenie;Liptovský Mikuláš;Pálenická;;386;03104;SK;SK5411000000002629128369;1100;Tatra banka, a.s.
42232171;Dobrovoľný hasičský zbor Nemcovce;Občianske združenie;Nemcovce;;27;;08612;SK;SK7709000000000453144787;0900;Slovenská sporiteľňa, a.s.
30856841;KATARÍNKA;Občianske združenie;Bratislava - mestská časť Ružinov;Šándorova;8;;82103;SK;SK2411000000002944181514;1100;Tatra banka, a.s.
42201489;Obecný futbalový klub Čakajovce;Občianske združenie;Čakajovce;;166;;95143;SK;SK7611000000002925847093;1100;Tatra banka, a.s.
51806614;Druhá šanca Bardejov;Občianske združenie;Bardejov;Postajok;266;1;08501;SK;SK9156000000006079087002;5600;Prima banka Slovensko, a.s.
55095143;OZ pre Marušku;Občianske združenie;Žilina;Bulharská;8527;8;01008;SK;SK2209000000005210841644;0900;Slovenská sporiteľňa, a.s.
35507781;Klub vodného lyžovania Trixen Košice;Občianske združenie;Košice - mestská časť Staré Mesto;Garbiarska;;5;04001;SK;SK0511000000002628770157;1100;Tatra banka, a.s.
00598721;Slovenský skauting;Občianske združenie;Bratislava - mestská časť Karlova Ves;Mokrohájska cesta;1790;6;84104;SK;SK9811000000002660080180;1100;Tatra banka, a.s.
53191501;Finančné laboratórium, o.z.;Občianske združenie;Bratislava - mestská časť Vrakuňa;Rajecká;8685;24;82107;SK;SK9783300000002701870200;8330;Fio banka a.s
42105684;Spoločnosť Parkinson Slovensko;Občianske združenie;Košice - mestská časť Staré Mesto;Garbiarska;1074;7;04001;SK;SK2011000000002620167636;1100;Tatra banka, a.s.
42365368;DOTYK NÁDEJE;Občianske združenie;Dunajská Lužná;Miloslavovská;321;7;90042;SK;SK0711000000002943460140;1100;Tatra banka, a.s.
42184282;Moja pieseň;Občianske združenie;Trenčín;Rovná;1741;26;91101;SK;SK9002000000002963153551;0200;Všeobecná úverová banka, a.s.
42434912;Základná škola s materskou školou Rudolfa Dilonga, Hviezdoslavova 823/7, Trstená;Nezisková organizácia poskytujúca všeobecne prospešné služby;Trstená;Hviezdoslavova;823;7;02801;SK;SK6302000000002234201656;0200;Všeobecná úverová banka, a.s.
36149764;ÁNO PRE ŽIVOT n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Rajecké Teplice;Farská;543;2;01313;SK;SK4709000000000421339803;0900;Slovenská sporiteľňa, a.s.
42011183;SMEJKO;Občianske združenie;Zvolen;Študentská;986;32;96001;SK;SK3502000000003354064056;0200;Všeobecná úverová banka, a.s.
54362318;Florbalový klub Snina;Občianske združenie;Snina;Študentská;1458;21;06901;SK;SK6809000000005192070152;0900;Slovenská sporiteľňa, a.s.
42394708;Sokoliari Kráľa Svätopluka;Občianske združenie;Banská Bystrica;Povstalecká cesta;6454;14;97409;SK;SK3183300000002400992714;8330;Fio banka a.s
42332290;Naša škola - Gymnázium v Sobranciach;Občianske združenie;Sobrance;Gymnázium, Ul.kpt.Nálepku;;6;07301;SK;SK6402000000003575142054;0200;Všeobecná úverová banka, a.s.
173196170565;SRRZ - RZ pri Základnej škole s materskou školou;Občianske združenie;Hrušov;Hrušov;497;;99142;SK;SK6752000000000008203304;5200;
52149498;Lenka.H;Občianske združenie;Turzovka;Hlinené;;57;02354;SK;SK8109000000005174497398;0900;Slovenská sporiteľňa, a.s.
53420632;United Tennis Academy;Občianske združenie;Trenčianske Teplice;Štvrť SNP;683;86;91451;SK;SK9311000000002945094885;1100;Tatra banka, a.s.
52065839;Váš GURU ZDRAVIA;Občianske združenie;Trenčín;Električná;334;11;91101;SK;SK7611000000002942079073;1100;Tatra banka, a.s.
37796992;"""""Združenie Milénium Údol""""";Občianske združenie;Údol;;173;;06545;SK;SK2709000000000530592330;0900;Slovenská sporiteľňa, a.s.
52645622;Krasokorčuliarsky klub Prievidza;Občianske združenie;Prievidza;Košovská cesta;51;1;97101;SK;SK1611000000002949079770;1100;Tatra banka, a.s.
42293022;Poradensko-rehabilitačné centrum sluchovo postihnutých Trnavského kraja;Občianske združenie;Trnava;Ulica Ružindolská;3181;14;91701;SK;SK1575000000004030092629;7500;Československá obchodná banka, a.s.
31875718;Telovýchovná jednota Družstevník Šurianky;Občianske združenie;Šurianky;;225;;95126;SK;SK6965000000000020105854;6500;365.bank
173196170326;SRRZ - RZ pri Základnej škole;Občianske združenie;Krajné;Krajné;173;;91616;SK;SK4756000000006941327002;5600;Prima banka Slovensko, a.s.
53535995;Jazdecký klub Spojená škola Ivanka pri Dunaji, o. z.;Občianske združenie;Ivanka pri Dunaji;SNP;1074;30;90028;SK;SK2109000000005178633879;0900;Slovenská sporiteľňa, a.s.
37824040;Rodičia a priatelia MŠ ul. 1. mája č. 4, Banská Štiavnica;Občianske združenie;Banská Štiavnica;MŠ, Ul.1.mája;;4;96901;SK;SK5702000000001474320254;0200;Všeobecná úverová banka, a.s.
52845699;Sme Kamaráti;Občianske združenie;Bratislava - mestská časť Petržalka;Haanova;2599;42;85104;SK;SK9409000000005175079358;0900;Slovenská sporiteľňa, a.s.
45747776;VITALIS, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Medzilaborce;Mierová;336;;06801;SK;SK7656000000004544213010;5600;Prima banka Slovensko, a.s.
55784445;Organizácia 7;Občianske združenie;Bratislava - mestská časť Karlova Ves;Kresánkova;3581;7B;84105;SK;SK1675000000004035164644;7500;Československá obchodná banka, a.s.
42054311;Zdravie pre Oravu;Občianske združenie;Dolný Kubín;M.Urbana;1426;1;02601;SK;SK7975000000004004332254;7500;Československá obchodná banka, a.s.
00594504;Východoslovenské folklórne združenie;Občianske združenie;Kežmarok;Priekopa;1391;15;06001;SK;SK8602000000000014831542;0200;Všeobecná úverová banka, a.s.
17641799;Hokejový klub 91 Senica;Občianske združenie;Senica;L.Novomeského;1217;88;90501;SK;SK4109000000000037230387;0900;Slovenská sporiteľňa, a.s.
51019442;MyWay Gym;Občianske združenie;Vrútky;Ulica na Kopanice;4157;17;03861;SK;SK7311000000002942050027;1100;Tatra banka, a.s.
42115884;JUA;Občianske združenie;Nitra;Piaristická;1379;2;94901;SK;SK5183300000002001306473;8330;Fio banka a.s
54840627;Martinkove šťastie, o.z.;Občianske združenie;Humenné;Kudlovská;303;80;06601;SK;SK6783300000002202376806;8330;Fio banka a.s
48433080;VITAE GP;Občianske združenie;Gemerská Poloma;Turecká;619;;04922;SK;SK4209000000005185865336;0900;Slovenská sporiteľňa, a.s.
45007616;Rodičia a priatelia ZŠ, Ľ. Kossutha 56, Kráľovský Chlmec;Občianske združenie;Kráľovský Chlmec;Ľ.Kossutha;56;;07701;SK;SK4309000000000552837343;0900;Slovenská sporiteľňa, a.s.
52960081;Výnimočná tvár;Občianske združenie;Predmier;;63;;01351;SK;SK4683300000002402073703;8330;Fio banka a.s
37903136;Združenie profesora Matulaya;Občianske združenie;Košice - mestská časť Západ;I.Psychiatrická klinika LF UPJŠ, Tr. SNP;;1;04011;SK;SK5875000000004000143202;7500;Československá obchodná banka, a.s.
42352991;OZ Francesco;Občianske združenie;Bratislava - mestská časť Dúbravka;Pekníkova;1951;9;84102;SK;SK4811000000002929899966;1100;Tatra banka, a.s.
55875301;Graciola;Občianske združenie;Divina;;614;;01331;SK;SK8783300000002003041640;8330;Fio banka a.s
53775155;Dobrovoľný hasičský zbor obce Biskupice;Občianske združenie;Biskupice;Fučíkova;439;3A;98601;SK;SK4483300000002402011465;8330;Fio banka a.s
36084603;Zariadenie sociálnych služieb Senica, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Senica;Štefánikova;1598;11B;90501;SK;SK5756000000009215612005;5600;Prima banka Slovensko, a.s.
37920898;Združenie rodičov školy pri Základnej škole Trenčianska Teplá;Občianske združenie;Trenčianska Teplá;Základná škola, J. Braneckého;130;15;91401;SK;SK3511110000006621183011;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
50109201;MALÝ MRAVČEK;Občianske združenie;Trenčín;Pred poľom;368;12;91101;SK;SK6102000000003741695958;0200;Všeobecná úverová banka, a.s.
005987218027;Slovenský skauting, 42. zbor Čarokéz, Žitný ostrov;Občianske združenie;Rovinka;Školská;46;5;90041;SK;SK8811110000001626964009;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42344492;KUBAŠANČEK;Občianske združenie;Spišské Bystré;MŠ, Školská;;8;05918;SK;SK1075000000004020724362;7500;Československá obchodná banka, a.s.
37916041;BENEDETTO;Občianske združenie;Trenčín;J. Braneckého;156;4;91101;SK;SK3175000000004012381208;7500;Československá obchodná banka, a.s.
42416558;Malý bojovník;Občianske združenie;Bratislava - mestská časť Ružinov;Koceľova;948;16;82108;SK;SK3609000000005070560671;0900;Slovenská sporiteľňa, a.s.
52860728;Združenie rodičov Deviatky;Občianske združenie;Michalovce;Jana A. Komenského;1330;2;07101;SK;SK0575000000004030093197;7500;Československá obchodná banka, a.s.
36167355;EKONÓM, n.f.;Neinvestičný fond;Humenné;Komenského;1434;1;06601;SK;SK6911110000006628425001;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
51229625;DOBRÉ VECI Elky Fulierovej;Občianske združenie;Koplotovce;;106;;92001;SK;SK5975000000004026691696;7500;Československá obchodná banka, a.s.
